Product name,Description,Category,MRP,Selling price,Discount,Brand name,Image url,Laptop specification
"HP Laptop 15s, 12th Gen Intel Core i3-1215U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, Intel UHD Graphics, Backlit KB, Thin & Light, Dual Speakers (Win 11, MSO 2021, Silver, 1.69 kg), fq5007TU","About this item    【6-core 12th Gen Intel Core i3-1215U】 8 threads and 10MB L3 cache deliver high performance and instant responsiveness. The Intel UHD graphics help you dive into crisp, stunning visuals.    【Upgraded memory and storage】 8GB DDR4 RAM and 512GB SSD help you undertake improved multitasking with ample of storage and higher-bandwidth memory. Now, create, browse, and work as you please.    【Micro-edge display】 The 15.6-inch, FHD, micro-edge, EPEAT registered, ENERGY STAR certified, 250-nit, and anti-glare display helps you see more of what’s on your screen in great quality.    【Effortless connectivity】 Wi-Fi 5 (2x2) and Bluetooth 5.0 help you be unstoppable with fast speeds. Experience reliable connectivity with 1 x USB Type-C, 2 x USB Type-A, and 1 x HDMI 1.4b ports.    【Long battery life】 Fast charging 0% to 50% in 45 mins, up to 7 hours and 45 mins of battery life and up to 10 hours and 45 mins of video playback help you stay productive without frequent charging.    【Business conferencing】 HP True Vision HD camera helps you put your point across with utmost clarity in high resolution with temporal noise-reduction and dual speakers.    【Pre-loaded Win 11 and MS Office】 Comes with Win 11 and MS Office 2021. To activate your account, sign in/up on Office, follow the Office Activation Wizard    
›  See more product details",Computers & Accessories,"56,261","38,990.",31%,HP,https://m.media-amazon.com/images/I/414nVwHlf9L._SX300_SY300_QL70_ML2_.jpg,"Brand   HP     Model Name   15s-fq5007TU     Screen Size   39.6 Centimetres     Colour   Natural Silver     Hard Disk Size   512 GB     CPU Model   Core i3     RAM Memory Installed Size   8 GB     Operating System   Windows 11 Home     Special Feature   FHD, Backlit Keyboard, Micro-Edge Display, Anti-Glare     Graphics Card Description   Integrated"
"MSI Modern 14, Intel 12th Gen. i7-1255U, 36CM FHD 60Hz Laptop (16GB/512GB NVMe SSD/Windows 11 Home/Intel Iris Xe Graphics/Classic Black/1.4Kg), C12M-459IN","About this item    Processor: 12th Generation Intel Core i7-1255U Up To 4.7GHz    Operating System: Pre-loaded Windows 11 Home with lifetime validity |Preinstalled Software: MSI Center | In the box: Laptop, Power Adapter    Display: 36CM FHD (1920x1080), 60Hz 45%NTSC IPS-Level Panel    Memory & Storage: 16GB DDR4 Onboard Dual Channel RAM | Storage: 512GB NVMe PCIe Gen3x4 SSD    Intel Iris Xe Graphics | 802.11 ax Wi-Fi 6 + Bluetooth v5.2    
›  See more product details",Computers & Accessories,"78,990","54,990.",30%,MSI,https://m.media-amazon.com/images/I/41zCpYZBz2L._SX300_SY300_QL70_ML2_.jpg,Brand   MSI     Model Name   Modern 14 C12M-459IN     Screen Size   36 Centimetres     Colour   Classic Black     CPU Model   Core i7     RAM Memory Installed Size   16 GB     Operating System   Windows 11 Home     Special Feature   Thin     Graphics Card Description   Integrated     Graphics Coprocessor   Intel Iris Xe Graphics
"(Refurbished) HP C640 10th Gen Intel Core i5 Thin & Light FHD Laptop (8 GB DDR4 RAM | 64 GB eMMC | 14"" (35.6 cm) FHD | Windows 11 | Laptop Cooling Pad)","About this item    This Renewed product is tested to work and look like new with minimal to no signs of wear & tear; the product comes with relevant accessories and is backed by a minimum six month seller warranty; box may be generic    HP Chromebook gives fast performance at an affordable price. Laptop Ideal for professionals/students needing best-in-class,sleek and light Laptops. It's powered with Intel Core i5 10th Gen 10310U 1.7 GHz upto 4.4 GHz with Intel Turbo Boost Technology, 8 GB DDR4 RAM along with 64 GB eMMC SSD storage which enhances the overall performance of the machine and 6 MB cache.    Get a NewJaisa Laptop Cooling Pad along with your laptop. Keyboard shortcut sheet included. Biometric not available in this device.    It Comes pre installed with Windows 11. It offers Brighter, crisper display with 14-inch FHD along with Webcam and Microphone which enhances your video conferencing experience. Features like Intel UHD Graphics make it an ideal product to carry out all your tasks in one place.    It encompasses a wide range of slots and ports, it comes along with USB, Security lock slot,HDMI Port, Power connector,Headphone/Microphone combo jack reader.It also comes with Bluetooth 5.0 making your wireless connectivity easier and faster.    
›  See more product details",Computers & Accessories,"18,995.00","16,999.",,HP,https://m.media-amazon.com/images/I/41YrprkXNVL._SX300_SY300_QL70_ML2_.jpg,Brand   HP     Model Name   HP Chrome     Screen Size   14 Inches     CPU Model   Intel Core i5     RAM Memory Installed Size   8 GB     Operating System   Windows     Graphics Card Description   Integrated     CPU Speed   1.7 GHz     Hard Disk Description   SSD     Item Weight   1.61 Kilograms
"Acer Aspire Lite 12th Gen Intel Core i3-1215U Premium Metal Laptop (8GB RAM/512GB SSD/Windows 11 Home) AL15-52, 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 Kg","About this item    Powerful Productivity: 12th Generation Intel Core i3-1215U Dual Core processor delivers unmatched speed and intelligence, enabling impressive creating, productivity, and gaming experiences. With Turbo Boost Technology, get up to 4.4GHz for your high-demand applications. Connectivity Technology: Wi-Fi, Bluetooth, HDMI    Visibly Stunning: Experience sharp details and crisp colors on the 15.6"" Full HD display, 16:9 aspect ratio, ultra-slim design and narrow bezels.    Internal Specifications: RAM - 8 GB of Dual-channel DDR4, 2 SODIMM sockets; Storage - 512 GB SSD NVMe solid-state drive storage (expandable up to 1TB) to store your files and media    Ports: one Type-C port, two USB 2.0 Type-A port, and one USB 3.2 Type-A port.    Keyboard: 100-/101-/104-key keyboard with independent numeric keypad, international language support    
›  See more product details",Computers & Accessories,"52,990","31,990.",40%,Acer,https://m.media-amazon.com/images/I/41azBTqKhKL._SX300_SY300_QL70_ML2_.jpg,Brand   Acer     Model Name   Aspire Lite     Screen Size   15.6 Inches     Colour   Steel Gray     CPU Model   Core i3     RAM Memory Installed Size   8 GB     Operating System   Windows 11 Home     Special Feature   Thin     Graphics Card Description   Integrated     CPU Speed   3.3 GHz
"(Refurbished) Lenovo ThinkPad 7th Gen Intel Core i5 Thin & Light HD Laptop (8 GB DDR4 RAM/256 GB SSD/14"" (35.6 cm) HD/Windows 11/WiFi/Bluetooth/Webcam/Intel Graphics)","About this item    This Renewed product is tested to work and look like new with minimal to no signs of wear & tear; the product comes with relevant accessories and is backed by a minimum six month seller warranty; box may be generic    Lenovo ThinkPad gives fast performance at an affordable price. Laptop Ideal for professionals/students needing best-in-class, slim and light laptops. It's powered with Intel Core i5 7200U 2.5 GHz upto 3.1 GHz with Intel Turbo Boost, 8 GB DDR4 RAM along with 256 GB SSD Storage which enhances the overall performance of the machine and 3 MB cache.    Features like Intel HD Graphics 620 make it an ideal product to carry out all your tasks in one place.    It offers Brighter, crisper display with 14-inch HD Laptop along with Webcam and Microphone which enhances your video conferencing experience.    It encompasses a wide range of slots and ports, it comes along with USB, Security lock slot, port,LAN port,Power connector,Headphone/Microphone combo jack reader.It also comes with Bluetooth making your wireless connectivity easier and faster.    
›  See more product details",Computers & Accessories,"18,995.00","17,399.",,Lenovo,https://m.media-amazon.com/images/I/31EIUIR5hZL._SX300_SY300_QL70_ML2_.jpg,"Brand   Lenovo     Model Name   Lenovo ThinkPad     Screen Size   14 Inches     Hard Disk Size   256 GB     CPU Model   Intel Core i5     RAM Memory Installed Size   8 GB     Operating System   Windows     Special Feature   Webcam, Light Weight, Thin     Graphics Card Description   Integrated     CPU Speed   2.5 GHz"
"MSI Modern 15, Intel 11th Gen. i5-1155G7, 40CM FHD 60Hz Laptop (16GB/512GB NVMe SSD/Windows 11 Home/Intel UHD Graphics/Classic Black/1.7Kg), B11M-061IN","About this item    Processor: 11th Generation Intel Core i5-1155G7 Up To 4.5GHz    Operating System: Pre-loaded Windows 11 Home with lifetime validity |Preinstalled Software: MSI Center | In the box: Laptop, Power Adapter    Display: 40CM FHD (1920x1080), 60Hz 45%NTSC IPS-Level Panel    Memory & Storage: 16GB DDR4 Onboard Dual Channel RAM | Storage: 512GB NVMe PCIe Gen3x4 SSD    Intel UHD Graphics | 802.11 ax Wi-Fi 6 + Bluetooth v5.2    
›  See more product details",Computers & Accessories,"67,990","41,990.",38%,MSI,https://m.media-amazon.com/images/I/41V742Y-5QL._SX300_SY300_QL70_ML2_.jpg,Brand   MSI     Model Name   Modern 15 B11M-061IN     Screen Size   40 Centimetres     Colour   Classic Black     CPU Model   Core i5     RAM Memory Installed Size   16 GB     Operating System   Windows 11 Home     Special Feature   Thin     Graphics Card Description   Integrated     CPU Speed   4.5 GHz
"MSI Modern 14, Intel 12th Gen. i7-1255U, 36CM FHD 60Hz Laptop (16GB/512GB NVMe SSD/Windows 11 Home/Intel Iris Xe Graphics/Classic Black/1.4Kg), C12M-459IN","About this item    Processor: 12th Generation Intel Core i7-1255U Up To 4.7GHz    Operating System: Pre-loaded Windows 11 Home with lifetime validity |Preinstalled Software: MSI Center | In the box: Laptop, Power Adapter    Display: 36CM FHD (1920x1080), 60Hz 45%NTSC IPS-Level Panel    Memory & Storage: 16GB DDR4 Onboard Dual Channel RAM | Storage: 512GB NVMe PCIe Gen3x4 SSD    Intel Iris Xe Graphics | 802.11 ax Wi-Fi 6 + Bluetooth v5.2    
›  See more product details",Computers & Accessories,"78,990","54,990.",30%,MSI,https://m.media-amazon.com/images/I/41zCpYZBz2L._SX300_SY300_QL70_ML2_.jpg,Brand   MSI     Model Name   Modern 14 C12M-459IN     Screen Size   36 Centimetres     Colour   Classic Black     CPU Model   Core i7     RAM Memory Installed Size   16 GB     Operating System   Windows 11 Home     Special Feature   Thin     Graphics Card Description   Integrated     Graphics Coprocessor   Intel Iris Xe Graphics
"Dell 15 Laptop, Intel Core i5-1135G7 Processor/ 8GB/ 1TB+256GB SSD/15.6""(39.5cm) FHD Display/Mobile Connect/Windows 11 + MSO'21/15 Month McAfee/Spill-Resistant Keyboard/Black/Thin & Light 1.69kg","About this item    Processor: Intel Core i5-1135G7 11th Generation Processor(up to 4.20 GHz) 8MB Cache, 4 Cores    RAM & Storage: 8 GB, 1 x 8 GB, DDR4, 2666 MHz, (2 DIMM Slots, Expandable up to 16GB) & 1TB HDD + 256GB SSD    Software: Win 11 Home + Office H&S 2021, 15 Months McAfee antivirus subscription, Dell Mobile Connect, My Dell, Dell Power Manager, McAfee, Support Assist, Dell ComfortView    Graphics & Keyboard: Integrated Onboard Graphics & Standard Keyboard // Display: 15.6"" FHD WVA AG Narrow Border    Ports: 2x USB 3.2 Gen1 ,1x USB 2.0, HDMI 1.4, SD Card reader, Audio jack, One Flip-down RJ 45 10/100/1000 Mbps, 1 M.2 2230/2280 slot for solid-state drive/Intel Optane    Features: The TPM 2.0* - a security chip that creates and stores passwords | verifies that the PC has not been tampered with before booting up | protects data against external software attacks    Features: A lift hinge - more ergonomic wrist angles all make for more relaxed use & also provide increased air flow, so your device stays cooler.    
›  See more product details",Computers & Accessories,"60,793","45,990.",24%,Dell,https://m.media-amazon.com/images/I/41FodkmnGgL._SX300_SY300_QL70_ML2_.jpg,"Brand   Dell     Model Name   Vostro 3510     Screen Size   15.6     Colour   Black     Hard Disk Size   1 TB     CPU Model   Core i5     RAM Memory Installed Size   8 GB     Operating System   Windows 11 Home     Special Feature   Fingerprint Reader, Backlit Keyboard     Graphics Card Description   Integrated"
"Lenovo IdeaPad Slim 3 Intel Core i5-1155G7 15.6"" FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/Arctic Grey/1.65Kg), 82H803TVIN","About this item    Processor: Intel Core i5 - 1155G7 | Speed: 2.5 GHz (Base) - 4.5 GHz (Max) | 4 Cores | 8 Threads | 8MB Cache    Display: 15.6"" FHD (1920x1080)| TN Technology | 300Nits Brightness | Anti Glare || Memory: 8GB RAM DDR4-3200 || Storage: 512 GB SSD    OS and Software: Windows 11 Home 64 | Office Home and Student 2021 | Xbox GamePass Ultimate 3-month subscription*    Graphics: Integrated Intel Iris Xe Graphics Functions as UHD Graphics || Design: 1.99 cm Thin and 1.65 kg Light    Battery Life: 45Wh Battery | Upto 7 Hours | Rapid Charge (Up to 80% in 1 Hour) || Ports: 2x USB-A 3.2 Gen 1 | 1x USB-A 2.0 |1x Headphone / microphone combo jack (3.5mm) | 1x HDMI 1.4 |1x 4-in-1 media reader (MMC, SD, SDHC, SDXC)    
›  See more product details",Computers & Accessories,"75,490","39,990.",47%,Lenovo,https://m.media-amazon.com/images/I/41Gms-EmnKL._SX300_SY300_QL70_ML2_.jpg,"Brand   Lenovo     Model Name   Ideapad     Screen Size   15.6 Inches     Colour   Arctic Grey     Hard Disk Size   512 GB     CPU Model   Core i5     RAM Memory Installed Size   8 GB     Operating System   Windows 11 Home     Special Feature   Anti Glare Screen, Light Weight, Thin     Graphics Card Description   Integrated"
"HP Laptop 15s, 12th Gen Intel Core i5-1235U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, Intel UHD Graphics, Backlit KB, Thin & Light, Dual Speakers (Win 11, MSO 2021, Silver, 1.6 kg), fr5011TU","About this item    【10-core 12th Gen Intel Core i5-1235U】Efficiently multitask with 12th Gen Intel Core i5-1235U processor, boasting 12 threads and 12MB L3 cache. Experience heightened productivity and responsiveness.    【Intel UHD graphics】Elevate your visuals with Intel UHD graphics, ensuring vibrant clarity. Enjoy a captivating computing experience marked by stunning graphics for work and entertainment.    【Upgraded memory and storage】Elevate functionality with 16GB DDR4 RAM and a high-speed 512GB PCIe NVMe M.2 SSD. Unlock smooth operations and ample storage for a seamless workflow.    【Micro-edge display】The 15.6-inch, FHD, 250-nit, anti-glare, and micro-edge display is engineered for high-quality viewing with stunning clarity.    【Long battery life】Fast charge up to 50% in 45 mins. A durable 3-cell, 41Wh battery maximizes productivity, ensuring you charge once and work for up to 7 hours and 30 mins.    【Pre-loaded Win 11 and MS Office】Comes with Win 11 and MS Office 2021. To activate your MS Office, sign in or sign up, and follow the Office Activation Wizard.    【Effortless connectivity】Wi-Fi 5 (2x2) and Bluetooth 5.0 deliver an uninterrupted experience. Enjoy effortless connectivity with 1 x USB Type-C, 2 x USB Type-A, and 1 x HDMI 1.4b ports.    
   【Business conferencing】HP True Vision 720p HD camera with temporal noise reduction, dual array mics, and dual speakers enhance your virtual meetings with crystal-clear collaboration. 【Why HP】Experience the unparalleled advantages of choosing HP, the most preferred and trusted PC brand by Indians, empowering you with cutting-edge technology and steadfast dependability. 【Sustainably made】Choose an environmentally conscious laptop with recycled plastics, EPEAT Silver registration, and ENERGY STAR certification.   Show More",Computers & Accessories,"61,900","55,999.",10%,HP,https://m.media-amazon.com/images/I/41vX-3KSG3L._SX300_SY300_QL70_ML2_.jpg,"Brand   HP     Model Name   15s-fr5011TU     Screen Size   39.6 Centimetres     Colour   Silver     Hard Disk Size   512 GB     CPU Model   Core i5     RAM Memory Installed Size   16 GB     Operating System   Windows 11 Home     Special Feature   Anti Glare Screen, Micro Edge Display, Light Weight     Graphics Card Description   Integrated"
"HONOR MagicBook X16 (2024), 12th Gen Intel Core i5-12450H, 16-inch (40.64 cm) FHD IPS Anti-Glare Thin and Light Laptop (16GB/512GB PCIe SSD/Windows 11/ Full-Size Numeric Keyboard /1.68Kg), Gray","About this item    【Fast Speed Laptop】 12th Gen Intel Core i5-12450H Processor, 2.0 GHz base speed, 4.4 GHz Max Speed, 8 Cores, 12 Threads | Intel UHD Graphics. 16GB LPDDR4x RAM & 512GB PCIe NVMe SSD, making it a perfect buy for your office and study needs    【 Stylish Appearance】Honor Magicbook X16 (2024) has premium aluminium metal body with 17.9MM thickness, 4.5 MM side Narrow Bezels and 1.68kg weight, which allows you to carry it easily, making it convenient for travel and work    【 65W Type-C Fast Charging 】The laptop comes with 65W Type-C Power Adapter. The power adapter supports multi-device charge & weighs only 200 grams    【Eye Comfort Mode】With 16” FHD Full HD IPS Anti-Glare Screen the MagicBook supports TÜV Rheinland Low Blue Light Certification, and Flicker Free Certification. It Protects your eyes at all times, which will no longer be fatigued when working    【 Webcam 】It comes with 720P HD Webcam that allows you to click pictures, record videos, do video conferencing and display presentation    【Operating System】 Pre-Loaded Windows 11 Home 64-bit    【 Multi–Purpose Type-C Connector 】 The Type C Port - support charging & data transfer (up to 10Gbps) / Reverse Charging (Max External power supply 5V/2A) / Display output    
›  See more product details",Computers & Accessories,"77,999","50,466.",35%,Honor,https://m.media-amazon.com/images/I/41bqnz0wEDL._SX300_SY300_QL70_ML2_.jpg,"Brand   Honor     Model Name   BRN-F56     Screen Size   16 Inches     Colour   Space Gray     CPU Model   Core i5-12450H     RAM Memory Installed Size   16 GB     Operating System   Windows 11 Home     Special Feature   Anti Glare Coating, Numeric Keypad     Graphics Card Description   Integrated     Graphics Coprocessor   Intel UHD Graphics"
"ASUS VivoBook 15 (2021), 15.6-inch (39.62 cm) HD, Dual Core Intel Celeron N4020, Thin and Light Laptop (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W","About this item    Processor: Intel Celeron N4020, 1.1 GHz base speed, Up to 2.8 GHz Turbo Speed, 2 cores, 2 Threads, 4MB Cache    Memory & Storage: 4GB SO-DIMM DDR4 2400MHz RAM, Support up to 8GB using 1x SO-DIMM Slot with | Storage: 256GB M.2 NVMe PCIe SSD    Display: 15.6-inch (39.62 cms), LED-Backlit LCD, HD (1366 x 768) 16:9, 220nits, NanoEdge bezel, Anti-Glare Plane with 45% NTSC, 82% Screen-To-Body Ratio    Operating System: Pre-loaded Windows 11 Home with lifetime validity    Design & battery: Up to 19.9mm Thin | NanoEdge Bezels | Thin and Light Laptop | Laptop weight: 1.8 kg | 37WHrs, 2-cell Li-ion battery | Up to 6 hours battery life ;Note: Battery life depends on conditions of usage    Keyboard: Chiclet Keyboard with 1.4mm Key Travel    I/O Ports: 1x HDMI 1.4 | 1x 3.5mm Combo Audio Jack | 1x USB 3.2 Gen 1 Type-A | 1x USB 3.2 Gen 1 Type-C | 2x USB 2.0 Type-A    Other: Wi-Fi 5 (802.11ac) (Dual band) 1*1 | VGA webcamera without privacy shutter | Built-in speaker | Built-in microphone    
›  See more product details",Computers & Accessories,"33,990","19,990.",41%,ASUS,https://m.media-amazon.com/images/I/41rJ+ha25XL._SY300_SX300_.jpg,"Brand   ASUS     Model Name   VivoBook 15 (2021)     Screen Size   15.6 Inches     Colour   Transparent Silver     Hard Disk Size   512 GB     CPU Model   Celeron N4020     RAM Memory Installed Size   4 GB     Operating System   Windows 11 Home     Special Feature   Fingerprint Reader, Backlit Keyboard, Anti Glare Coating     Graphics Card Description   Integrated"
"HP 15s, AMD Ryzen 3 5300U, 15.6 inch(39.6cm) FHD Anti-Glare Laptop(8GB RAM/512 GB SSD/AMD Radeon Graphics/Win 11/MSO/Backlit Keyboard/Dual Speakers) 15s- eq2213AU","About this item    Processor: AMD Ryzen 3 5300U(up to 3.8 GHz max boost clock(2i),4 MB L3 cache, 4 cores, 8 threads)|Memory: 8 GB DDR4-3200 SDRAM (1 x 8 GB) Upto 16 GB DDR4-3200 MHz RAM (2 x 8 GB)|Storage: 512 GB PCIe NVMe M.2 SSD    Display & Graphics : 39.6 cm (15.6"") diagonal, FHD, micro-edge,anti-glare,Brightness: 250 nits, 141 ppiColor Gamut: 45%NTSC Screen Resolution: 1920 x 1080|Graphics: AMD Radeon Graphics    Operating System & Preinstalled Software: Windows 11 Home Single Language | Microsoft Office Home & Student 2021|Pre-installed Alexa built-in- Your life simplified with Alexa. Just ask Alexa to check your calendar, create to-do lists, shopping lists, play music, set reminders, get latest news and control smart home    Ports:1 SuperSpeed USB Type-C 5Gbps signaling rate 2 SuperSpeed USB Type-A 5Gbps signaling rate,1 Headphone/microphone Combo    Other Features:HP True Vision 720p HD camera with Integrated dual array digital Microphone|Networking: Realtek RTL8821CE 802.11b/g/n/ac (2x2) and Bluetooth 5 combo|Keyboard & Pointing Device: Full-size island-style Backlit Natural Silver keyboard with numeric keypad,HP Imagepad with multi-touch gesture support,Precision Touchpad Support|Battery: 3-cell, 41 Wh Li-ion,Support battery fast charge    
›  See more product details",Computers & Accessories,"50,565","32,890.",35%,HP,https://m.media-amazon.com/images/I/41J1U4Lc-NL._SX300_SY300_QL70_ML2_.jpg,"Brand   HP     Model Name   15s- eq2213AU     Screen Size   39.6 Centimetres     Colour   Silver     Hard Disk Size   512 GB     CPU Model   Ryzen 3     RAM Memory Installed Size   8 GB     Operating System   Windows 11 Home     Special Feature   FHD, Backlit Keyboard, Micro-Edge Display, Anti-Glare     Graphics Card Description   Integrated"
"Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 15.6 inch (39.62cm) FHD Thin & Light Laptop (8GB/256GB SSD/Windows 11/3months Game Pass/Arctic Grey/1.63Kg), 82RK011DIN","About this item    Processor: 12th Gen Intel Core i3-1215U | Speed: 6C (2P + 4E) / 8T, P-core 1.2 / 4.4GHz, E-core 0.9 / 3.3GHz, 10MB Cache    Display: 15.6"" FHD (1920x1080) | TN | 250nits Brigthness | Anti-glare    OS and Software: Windows 11 Home 64 | Xbox GamePass Ultimate 3-month subscription*    Graphics: Integrated Intel UHD Graphics || Memory: 8GB Soldered DDR4-3200 || Storage: 256 GB SSD, Upgradable upto 1TB    Design: 1.99 cm Thin and 1.63 kg Light | 4 Side Narrow Bezel    
›  See more product details",Computers & Accessories,"47,490","30,990.",35%,Lenovo,https://m.media-amazon.com/images/I/41I2GLGXgSL._SY300_SX300_QL70_ML2_.jpg,"Brand   Lenovo     Model Name   IdeaPad 3 15IAU7     Screen Size   15.6 Inches     Colour   Arctic Grey     Hard Disk Size   256 GB     CPU Model   Core i3     RAM Memory Installed Size   8 GB     Operating System   Windows 11 Home 64, English     Special Feature   Built-in Microphone     Graphics Card Description   Integrated"
"Dell 14 Laptop, 12th Gen Intel Core i3-1215U Processor/8GB/512GB SSD/Intel UHD Graphics/14.0""(35.56cm) FHD/Windows 11 + MSO'21/15 Month McAfee/Spill-Resistant Keyboard/Grey/Thin & Light 1.48kg","About this item    Processor: Intel Core i3-1215U 12th Generation (up to 4.40 GHz, 10MB, 6 Cores)    RAM: 8 GB, 1 x 8 GB, DDR4, 2666 MHz, (2 DIMM Slots, Expandable up to 16GB) // Storage: 512GB SSD    Software: Pre-Loaded Windows 11 Home with Lifetime Validity | MS Office Home and Student 2021 with lifetime validity| McAfee Multi-Device Security 15-month subscription    Display: 14.0"" FHD WVA AG Narrow Border 250 nits // Graphics & Keyboard: Integrated Onboard Graphics & Standard Keyboard    Ports: 1 USB 3.2 Gen 1 Type-C port with DisplayPort 1.4, 1 USB 3.2 Gen 1 port, 1 USB 2.0 port, 1 Headset jack, 1 HDMI 1.4 port*,1 Flip-Down RJ-45 port 10/100/1000 Mbps, 1 SD 3.0 card slot    Features- TÜV Rheinland certified Dell ComfortView to reduce Harmful blue light: 15 Months McAfee antivirus subscription: Waves Maxx Audio tuned speakers and microphones optimize audio: Hardware-based TPM 2.0 security chip    Battery- 3-Cell Battery, 41WHr // Power Adaptor- 65 Watt AC Adapter    Dimensions H x W x D( in cm)- 1.86 to 2.30 X 32.3 X 22.0 // Weight- 1.48kgs    
›  See more product details",Computers & Accessories,"57,778","34,990.",39%,Dell,https://m.media-amazon.com/images/I/41KmRBop38L._SX300_SY300_QL70_ML2_.jpg,"Brand   Dell     Model Name   Vostro 3420     Screen Size   14 Inches     Colour   Dark Silver     Hard Disk Size   512 GB     CPU Model   Core i3 Family     RAM Memory Installed Size   8 GB     Operating System   Windows 11 Home     Special Feature   Fingerprint Reader, Backlit Keyboard     Graphics Card Description   Integrated"
